Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
"AVENIDA CUARTA SUR 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA CUARTA SUR 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",Fabricación de vehículos de motor,,30700,Tapachula
"CALLE QUINTA PONIENTE 16, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"CALLE QUINTA PONIENTE 16, Tapachula De Córdova Y Ordóñez 30700, MX",Consultorios médicos,,30700,Tapachula
Somos un grupo administrativo comprometido con la mejora continua mediante la implementación de Sistemas y Planes de trabajo que impulsen el desarroll...,,11-50 empleados,"Principal
Plaza Cibeles
Avenida Central Norte 11, Tapachula, Chiapas 30710, MX",Consultoría y servicios a empresas,"Tapachula, Chiapas",30710,Tapachula
"8a. Avenida Norte 403 Tapachula, Chiapas, Tapachula, Chiapas 30710, MX",,51-200 empleados,"Principal
Sede
8a. Avenida Norte 403 Tapachula, Chiapas, Tapachula, Chiapas 30710, MX",Servicios administrativos y auxiliares,"Tapachula, Chiapas",30710,Tapachula
"AVENIDA DÉCIMA SÉPTIMA SUR 0 SN, Tapachula De Córdova Y Ordóñez 30790, MX",,51-200 empleados,"AVENIDA DÉCIMA SÉPTIMA SUR 0 SN, Tapachula De Córdova Y Ordóñez 30790, MX",Servicios financieros,,30790,Tapachula
"PROLONGACIÓN CENTRAL ORIENTE 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"PROLONGACIÓN CENTRAL ORIENTE 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",Banca,,30700,Tapachula
"Blvd. Gustavo Diaz Ordaz, Mz 50 Lt 1, TAPACHULA, Chiapas 30740, MX",,,"Blvd. Gustavo Diaz Ordaz, Mz 50 Lt 1, TAPACHULA, Chiapas 30740, MX",,"TAPACHULA, Chiapas",30740,Tapachula
"Desarrollo de sitios web, software y aplicaciones móviles. Consultoría, soporte, redes y telecomunicaciones.

Herramientas y servicios que impulsan ne...",9626428189,2-10 empleados,"Principal
Oficinas Tapachula
16 Avenida Sur 41, Tapachula, Chiapas 30790, MX",Servicios y consultoría de TI,"Tapachula, Chiapas",30790,Tapachula
"Somos una institución financiera con más de 17 años de experiencia, totalmente dedicada al otorgamiento de créditos y microcréditos para las familias ...",800 030 07 06,11-50 empleados,"Principal
Tapachula
Central Norte, 100A, Tapachula, Chiapas 30830, MX",Servicios financieros,"Tapachula, Chiapas",30830,Tapachula
"Nos especializamos en brindar soluciones integrales para las necesidades lingüísticas de empresas nacionales e internacionales. 
Contamos con un ampli...",5561212144,11-50 empleados,,Traducción y localización,"Nápoles, Distrito Federal",,Tapachula
"CALLE OCTAVA ORIENTE 64 E, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"CALLE OCTAVA ORIENTE 64 E, Tapachula De Córdova Y Ordóñez 30700, MX",Industria manufacturera,,30700,Tapachula
"CALLE CARRETERA A PUERTO MADERO 2, Tapachula De Córdova Y Ordóñez 30797, MX",,11-50 empleados,"CALLE CARRETERA A PUERTO MADERO 2, Tapachula De Córdova Y Ordóñez 30797, MX",Banca,,30797,Tapachula
"Digital Vision es una empresa especializada en diseño, desarrollo web y marketing digital que tiene como objetivo brindar soluciones creativas e innov...",,2-10 empleados,"Principal
Conocido, Tapachula, Chiapas 30700, MX","Tecnología, información e internet","Tapachula, Chiapas",30700,Tapachula
"4 Avenida Sur 48a, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",,,"4 Avenida Sur 48a, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",Construcción,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"CALLE DÉCIMA SÉPTIMA ORIENTE 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"CALLE DÉCIMA SÉPTIMA ORIENTE 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",Restauración,,30700,Tapachula
"AVENIDA TERCERA NORTE 46, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA TERCERA NORTE 46, Tapachula De Córdova Y Ordóñez 30700, MX",Contabilidad,,30700,Tapachula
"¡Somos Nava Company!, una empresa productora de Mango y Banano desde 1960. En la historia de nuestra
experiencia se anidan el trabajo, la dedicación y...",,0-1 empleados,"Principal
Sede
Tapachula , Chiapas MX",Agricultura,"Tapachula , Chiapas",,Tapachula
"Somos una empresa familiar con más de 35 años de experiencia en desarrollo inmobiliario, construcción y diseño arquitectónico, que se encuentra en un ...",,11-50 empleados,"Principal
Sede
CALLE RIO TIPLIYO NO. 103 LOTE 11 MANZANA 06 FRACCIONAMIENTO LAS HORTENSIAS, Tapachula, Chiapas 30797, MX",Construcción,"Tapachula, Chiapas",30797,Tapachula
"Crr Cos s/n, Tapachula de Córdova y Ordóñez, Chiapas MX",,,"Crr Cos s/n, Tapachula de Córdova y Ordóñez, Chiapas MX",,"Tapachula de Córdova y Ordóñez, Chiapas",,Tapachula
"Hotel & Suites Mo Sak , se fundó en el año 2010, como un nuevo concepto de oferta de estancia y hospedaje en la ciudad de Tapachula, Chiapas.

A lo la...",,2-10 empleados,"Principal
HOTEL & SUITES MO SAK (HOSPEDAJE EMPRESARIAL).
4 AV. NORTE ENTRE 13 Y 15 PONIENTE, CENTRO, TAPACHULA, CHIAPAS 30700, MX",Organización de viajes,"TAPACHULA, CHIAPAS",30700,Tapachula
"Somos una empresa mexicana con cuatro años de experiencia, comprometida en ofrecer calidad superior. Nos enfocamos en comprender y atender las aspirac...",729 242 1464,2-10 empleados,"Principal
Sede
TOLUCA, MX",Servicios de marketing,,,Tapachula
"Somos un corporativo especializado en servicios Hoteleros, Bienes raíces  y Empresa de Construcción",9626265508,51-200 empleados,"Principal
Corporativo LK
Quinta Avenida N, 1, Tapachula, Chiapas MX",Hoteles y moteles,"Tapachula, Chiapas",,Tapachula
"PRIVADA DÉCIMO QUINTA PONIENTE 0 SN 154 155, Tapachula De Córdova Y Ordóñez 30750, MX",,2-10 empleados,"PRIVADA DÉCIMO QUINTA PONIENTE 0 SN 154 155, Tapachula De Córdova Y Ordóñez 30750, MX",Artículos de consumo,,30750,Tapachula
"Construcción de Obras para el tratamiento, distribución y suministro de agua y drenaje
Construcción de inmuebles comerciales, institucionales y de ser...",,11-50 empleados,"Principal
Tepemixtle 9, Lomas del Tacana, Chiapas 30720, MX",Construcción,"Lomas del Tacana, Chiapas",30720,Tapachula
"AVENIDA SÉPTIMA SUR 63, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA SÉPTIMA SUR 63, Tapachula De Córdova Y Ordóñez 30700, MX","Edición de libros, periódicos y revistas",,30700,Tapachula
"Carretera a Puerto Madero, Kilómetro 12+500, Tapachula de Córdova y Ordoñez, Chis MX",,,"Carretera a Puerto Madero, Kilómetro 12+500, Tapachula de Córdova y Ordoñez, Chis MX",,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"Somos la empresa mexicana número uno en el ramo Legal Inmobiliario, dedicada al litigio inmobiliario, compra, venta, construcción, arrendamiento y adm...",,11-50 empleados,"Principal
9 Avenida Sur 76, Col. Calcaneo Beltran, Tapachula, Chiapas 30790, MX",Bienes inmuebles,"Tapachula, Chiapas",30790,Tapachula
"AVENIDA OCTAVA NORTE 0 SN, Tapachula De Córdova Y Ordóñez 30710, MX",,11-50 empleados,"AVENIDA OCTAVA NORTE 0 SN, Tapachula De Córdova Y Ordóñez 30710, MX",Agricultura,,30710,Tapachula
"9ª PONIENTE 17, CENTRO, TAPACHULA, 30700, MX",,,"Principal
9ª PONIENTE 17, CENTRO, TAPACHULA, 30700, MX",,,30700,Tapachula
"CALLE DURAZNO 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",,51-200 empleados,"CALLE DURAZNO 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",Educación primaria y secundaria,,30700,Tapachula
"Primera Calle Pte. 18, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",,,"Primera Calle Pte. 18, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",Hostelería,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"AVENIDA CUARTA NORTE 16 306, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA CUARTA NORTE 16 306, Tapachula De Córdova Y Ordóñez 30700, MX",Bienes inmuebles,,30700,Tapachula
"AVENIDA UNO PONIENTE 0 SN 0, Puerto Madero San Benito 30830, MX",,201-500 empleados,"AVENIDA UNO PONIENTE 0 SN 0, Puerto Madero San Benito 30830, MX",Administración pública,,30830,Tapachula
"AVENIDA TERCERA NORTE 39, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA TERCERA NORTE 39, Tapachula De Córdova Y Ordóñez 30700, MX","Edición de libros, periódicos y revistas",,30700,Tapachula
"Decano del periodismo en Chiapas, somos parte de Organización Editorial Mexicana, te mantenemos al día con la información local y regional de mayor in...",962 628 99 60,51-200 empleados,"Principal
Sede
30700 , 2a. poniente No. 5 Col. Centro, Tapachula, Chiapas 30700, MX",Medios de audio y vídeo en línea,"Tapachula, Chiapas",30700,Tapachula
"Tapachula, Chiapas 30797, MX",,11-50 empleados,"Principal
4A AVENIDA SUR PROLONGACION S/N
Tapachula, Chiapas 30797, MX",Comercio al por menor,"Tapachula, Chiapas",30797,Tapachula
Empresa mexicana con más de 25 años de experiencia implementando sistemas en empresas PYMES.,8183594384,11-50 empleados,"Principal
Avenida Batallón de San Patricio No. 109, Piso 11. Col. Valle Oriente. San Pedro Garza García., Monterrey, Nuevo León MX, AVENIDA TERCERA NORTE 22, Tapachula De Córdova Y Ordóñez 30700, MX",Consultoría y servicios a empresas,"Monterrey, Nuevo León",30700,Tapachula
"CALLE NIÑOS HÉROES 35, Tapachula De Córdova Y Ordóñez 30795, MX",,11-50 empleados,"CALLE NIÑOS HÉROES 35, Tapachula De Córdova Y Ordóñez 30795, MX",Organizaciones comunitarias y sociales,,30795,Tapachula
"AVENIDA CENTRAL NORTE 23 A, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA CENTRAL NORTE 23 A, Tapachula De Córdova Y Ordóñez 30700, MX",Seguros,,30700,Tapachula
"CALLE DÉCIMA PONIENTE 2, Tapachula De Córdova Y Ordóñez 30700, MX",,2-10 empleados,"CALLE DÉCIMA PONIENTE 2, Tapachula De Córdova Y Ordóñez 30700, MX",Alimentación y bebidas,,30700,Tapachula
"Hotel Cervantino es un Hotel Familiar con mas de 50 años brindando el servicio de hospedaje. Ubicado en la ciudad de Tapachula, Chiapas, Mexico,  en p...",9626261658,2-10 empleados,"Principal
1a oriente 6, tapachula, chiapas 30700, MX",Hostelería,"tapachula, chiapas",30700,Tapachula
"Tapachula, Chiapas 30700, MX",,11-50 empleados,"Principal
Headquarters
Tapachula, Chiapas 30700, MX",Vinos y licores,"Tapachula, Chiapas",30700,Tapachula
"BioClean, Productos de Limpieza es una empresa dedicada a la comercialización de productos de limpieza para la industria y el hogar, y a brindar servi...",8125344367,11-50 empleados,,Industria manufacturera,"Tapachula, Chiapas",,Tapachula
"Sexta Norte y 19 Poniente Sn, Los Naranjos, Centro, Tapachula, Chis MX",,,"Sexta Norte y 19 Poniente Sn, Los Naranjos, Centro, Tapachula, Chis MX",Administración pública,"Tapachula, Chis",,Tapachula
"Lubricantes MGM is an individual & family services company based out of Lib. Sur Pte. 443, Colinas del Sur, Tuxtla Gutiérrez, Chis, Mexico....",,,"Blvd. Dr. Belisario Domínguez 27 Sur, Barrio Guadalupe
30020, Comitán de Dominguez, Chiapas 30020, MX, Carretera Ejido Raymundo Enríquez 131
30700, Tapachula, Chiapas 30700, MX, Lib. Sur Pte. 443, Colinas del Sur, Tuxtla Gutiérrez, Chis MX",Servicios para el individuo y la familia,"Tuxtla Gutiérrez, Chis",30020,Tapachula
"Plataforma Digital en Internet: Sitio Web + App Movil + Social Media

Servicios de Publicidad y Marketing...",9626428189,2-10 empleados,"Principal
16 Privada Sur 9, Tapachula, Chiapas 30790, MX",Servicios de publicidad,"Tapachula, Chiapas",30790,Tapachula
"Impulsar el fortalecimiento gremial a través de la unidad con el objetivo de coadyuvar con los tres niveles de gobierno, instituciones públicas y priv...",9621700137,2-10 empleados,"Principal
Sede
30780, Perla del Soconusco 21, Los Naranjos, Santa Clara, Tapachula, Chiapas 30780, MX",Ingeniería civil,"Tapachula, Chiapas",30780,Tapachula
Somos un restaurante local y familiar que busca brindar alimentos de alta calidad y delicioso sabor regional....,9621219915,11-50 empleados,"Principal
Sede
15 C. ORIENTE, CENTRO, TAPACHULA, CHIAPAS 30700, MX",Servicios de alimentos y bebidas,"TAPACHULA, CHIAPAS",30700,Tapachula
"CARRETERA CENTRAL ORIENTE SN, Tapachula De Córdova Y Ordóñez 30770, MX",,201-500 empleados,"CARRETERA CENTRAL ORIENTE SN, Tapachula De Córdova Y Ordóñez 30770, MX",Vinos y licores,,30770,Tapachula
"PROLONGACIÓN PRIMERA NORTE 0 SN, Tapachula De Córdova Y Ordóñez 30729, MX",,11-50 empleados,"PROLONGACIÓN PRIMERA NORTE 0 SN, Tapachula De Córdova Y Ordóñez 30729, MX",Educación primaria y secundaria,,30729,Tapachula
"La Unión de Crédito del Soconusco “UCS” es una Institución Financiera dedicada a la atención personalizada de las micro, pequeñas y medianas empresas ...",+52962.626.2522,11-50 empleados,"Principal
Av. Central Norte N° 111 esquina 15a Calle Oriente , Colonia Centro, Tapachula, Chiapas 30700, MX",Servicios financieros,"Tapachula, Chiapas",30700,Tapachula
"Octava Avenida Sur 54, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",,,"Octava Avenida Sur 54, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",Enseñanza superior,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"Séptima Calle Ote. 48-B, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",,,"Séptima Calle Ote. 48-B, Los Naranjos, Centro, Tapachula de Córdova y Ordoñez, Chis MX",,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"AVENIDA SEXTA NORTE 101, Tapachula De Córdova Y Ordóñez 30700, MX",,2-10 empleados,"AVENIDA SEXTA NORTE 101, Tapachula De Córdova Y Ordóñez 30700, MX",Fabricación de vehículos de motor,,30700,Tapachula
"Somos un broker financiero, ofrecemos los mejores créditos a trabajadores activos, jubilados y pensionados, mediante las principales financieras de Mé...",5570905067,11-50 empleados,,Servicios financieros,"Gustavo A. Madero, Ciudad de México",,Tapachula
"Líderes Asegurando México.
Promovemos recursos, capacitación y apoyo estratégico para el desarrollo profesional de los agentes de seguros....",,2-10 empleados,"Principal
Sede
Toluca, MX",Servicios financieros,,,Tapachula
"CALLE SEGUNDA ORIENTE 11, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"CALLE SEGUNDA ORIENTE 11, Tapachula De Córdova Y Ordóñez 30700, MX",Restauración,,30700,Tapachula
"8, Norte 19, Centro, Tapachula de Córdova y Ordoñez, Chis MX",,,"8, Norte 19, Centro, Tapachula de Córdova y Ordoñez, Chis MX",Hostelería,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"AVENIDA TERCERA NORTE 105, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA TERCERA NORTE 105, Tapachula De Córdova Y Ordóñez 30700, MX",Gestión de inversiones,,30700,Tapachula
"CALLE AGUACATES 4, Tapachula De Córdova Y Ordóñez 30780, MX",,11-50 empleados,"CALLE AGUACATES 4, Tapachula De Córdova Y Ordóñez 30780, MX",Servicios de alimentos y bebidas,,30780,Tapachula
"CARRETERA A NUEVA ALEMANIA KM 3, Tapachula, Chiapas mx",,,"CARRETERA A NUEVA ALEMANIA KM 3, Tapachula, Chiapas mx",Consultorios médicos,"Tapachula, Chiapas",,Tapachula
"RELEASE YOUR KRAKEN!
Partner with us for your next software development project.

- Software Outsourcing: We create high-performance solutions.
- Staf...",,51-200 empleados,,Desarrollo de software,"Henderson, Nevada",,Tapachula
"CALLE DÉCIMA SÉPTIMA ORIENTE 5 0, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"CALLE DÉCIMA SÉPTIMA ORIENTE 5 0, Tapachula De Córdova Y Ordóñez 30700, MX",Seguros,,30700,Tapachula
"Somos una empresa dedicada a la renta de oficinas compartidas y salas de reuniones a la medida.
Ideales para estudiantes y profesionistas que buscan u...",9626285810,2-10 empleados,"Principal
Sede
Tapachula, Chiapas 30700, MX",Oficinas ejecutivas,"Tapachula, Chiapas",30700,Tapachula
"CALLE DÉCIMA CUARTA ORIENTE 20, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"CALLE DÉCIMA CUARTA ORIENTE 20, Tapachula De Córdova Y Ordóñez 30700, MX",Agricultura,,30700,Tapachula
"PRIVADA QUINTA SUR 16, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"PRIVADA QUINTA SUR 16, Tapachula De Córdova Y Ordóñez 30700, MX",Servicios para el individuo y la familia,,30700,Tapachula
"CALLE BELISARIO DOMÍNGUEZ 0 SN SN, Tapachula De Córdova Y Ordóñez 30705, MX",,51-200 empleados,"CALLE BELISARIO DOMÍNGUEZ 0 SN SN, Tapachula De Córdova Y Ordóñez 30705, MX",Gestión de inversiones,,30705,Tapachula
"La firma Montes, De la Cruz y Asociados, Contadores y Asesores, S.C. fue constituida por el C.P. Juan Antonio Montes Álvarez y la C.P. Cecilia de la C...",,2-10 empleados,"Principal
C. Pirules, #20 entre 14 de septiembre y Amates, Tapachula, Chiapas 30780, MX",Contabilidad,"Tapachula, Chiapas",30780,Tapachula
"AVENIDA DÉCIMO TERCERA NORTE 44 0, Tapachula De Córdova Y Ordóñez 30700, MX",,201-500 empleados,"AVENIDA DÉCIMO TERCERA NORTE 44 0, Tapachula De Córdova Y Ordóñez 30700, MX",Bienes inmuebles,,30700,Tapachula
PRODUIT DE LUX,0156280230,2-10 empleados,,Comercio al por mayor de materiales de construcción,"Paris, Île-de-France",,Tapachula
"www.facebook.com/CoronaDeLaCosta
www.facebook.com/ModeloPlusMx
www.facebook.com/srivanet",,201-500 empleados,"Principal
Sede
30700, Tapachula de Córdova y Ordóñez, Chiapas 30700, MX",Contenido y noticias de negocios,"Tapachula de Córdova y Ordóñez, Chiapas",30700,Tapachula
"AVENIDA CUARTA SUR 84, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA CUARTA SUR 84, Tapachula De Córdova Y Ordóñez 30700, MX",Construcción,,30700,Tapachula
"Framboyanes 1, Los Naranjos, Los Laureles I, Tapachula de Córdova y Ordoñez, Chis MX",,,"Framboyanes 1, Los Naranjos, Los Laureles I, Tapachula de Córdova y Ordoñez, Chis MX",Educación primaria y secundaria,"Tapachula de Córdova y Ordoñez, Chis",,Tapachula
"AVENIDA CENTRAL NORTE 101, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA CENTRAL NORTE 101, Tapachula De Córdova Y Ordóñez 30700, MX",Industria textil y moda,,30700,Tapachula
"AVENIDA CUARTA SUR 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",,11-50 empleados,"AVENIDA CUARTA SUR 0 SN, Tapachula De Córdova Y Ordóñez 30700, MX",Banca,,30700,Tapachula
"El servicio Municipal de Empleo, es una oficina del H. Ayuntamiento de Tapachula, con el objetivo de principal de promover y difundir las vacantes de ...",9622403568,501-1000 empleados,"Principal
17 calle poniente, entre central y 2a Av norte, Col. 5 de Feberero.
CHIS-229, Planta baja , Tapachula, Chiapas 30790, MX",Consultoría y servicios a empresas,"Tapachula, Chiapas",30790,Tapachula
"AVENIDA DOCTOR MANUEL VELAZCO SUÁREZ MANZANA 2 MANZANA 1 LOTE, Tapachula De Córdova Y Ordóñez 30797, MX...",,11-50 empleados,"AVENIDA DOCTOR MANUEL VELAZCO SUÁREZ MANZANA 2 MANZANA 1 LOTE, Tapachula De Córdova Y Ordóñez 30797, MX",Fabricación de vehículos de motor,,30797,Tapachula
"La magia y encanto de este desarrollo inmobiliario exclusivo provee poesía rodeada de una naturaleza espectacular y sublime. 

Este desarrollo cuenta ...",(962) 688 2961,11-50 empleados,"Principal
Las Lomas Residencial
9a Avenida Norte Prol esq Hormiguillo, Lomas del Tacaná, Tapachula, Chiapas 30720, MX",Bienes inmuebles,"Tapachula, Chiapas",30720,Tapachula
"Empresa dedicada a la comercialización de exquisitos cacahuates y semillas, con un gran sabor y de excelente calidad. Variedad de sabores y presentaci...",9622575462,2-10 empleados,"Principal
Laguna Ojos azules manzana 4 Lote 21, Fraccionamiento La Cañada , Tapachula , Chiapas 30783, MX",Servicios de alimentos y bebidas,"Tapachula , Chiapas",30783,Tapachula
