id ×,Nombre ×,Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
336,OP-L,"OP-L somos un grupo de empresas líderes en Logística Nacional e Internacional, con oficinas propias en México, Guatemala y Costa Rica, dedicadas a la ...",,51-200 empleados,,"Transporte, logística, cadena de suministro y almacenamiento","Ecatepec, Estado de México",,Ecatepec
337,Kuris México,"Kuris Mexico ha reunido una amplia gama de compradores, vendedores, técnicos y proveedores de servicios experimentados, y otros profesionales de la in...",5520029072,11-50 empleados,"Principal
estado de mexico
Calle Valle de Szamos , 43, Ecatepec de Morelos, México 55280, MX",Fabricación de productos textiles,"Ecatepec de Morelos, México",55280,Ecatepec
340,Quimica Richter SA de CV,"QUÍMICA RICHTER S.A. DE C.V. es una empresa dedicada a la fabricación y distribución de productos químicos en México.  

Fundada con el objetivo de se...",5558823058,11-50 empleados,"Principal
Sede
55016, Av Cuauhtémoc 28, Estado de Mexico, Ecatepec de Morelos 55016, MX",Comercio al por mayor de químicos y productos derivados,"Estado de Mexico, Ecatepec de Morelos",55016,Ecatepec
343,UNIVERSIDAD UNIVAMEX,"Somos una institución educativa que imparte estudios de nivel medio superior y superior, contando con:

6 Bachilleratos
6 Licenciaturas
Maestrías

Las...",55.3377.3141,51-200 empleados,"Principal
PLANTEL CIUDAD AZTECA Ajusco Mz. 532 Lt. 25 y 50, Col. Ciudad Azteca 3a. Sección C.P. 55120 Ecatepec, Estado de México A un costado del metro Ciudad Azteca Línea B
55120, PLANTEL CIUDAD AZTECA Ajusco Mz. 532 Lt. 25 y 50, Col. Ciudad Azteca 3a. Sección C.P. 55120 Ecatepec, Estado de México A un costado del metro Ciudad Azteca Línea B, Ecatepec, Estado de México A un costado del metro Ciudad Azteca Línea B, Estado México 55120, MX, CALLE LOS PADRES 0 SN MANZANA 532, Ecatepec De Morelos 55120, MX",Enseñanza superior,"Ecatepec, Estado de México A un costado del metro Ciudad Azteca Línea B, Estado México",55120,Ecatepec
357,OSMAT INGENIERÍA S.A. DE C.V.,"Nos dedicamos al ramo de la construcción, instalaciones eléctricas e hidrosanitarias",,11-50 empleados,"Principal
Sede
55430, Puerto Dimas, Ecatepec, México 55430, MX",Construcción,"Ecatepec, México",55430,Ecatepec
359,Consecure,"CONSECURE es una empresa líder en su ramo, comprometida con la calidad, dedicada a ofrecer soluciones de seguridad, servicios de auditoría, consultorí...",5541654500,11-50 empleados,"Principal
valle de papantla mz.7 lot 27, col. valle de anahuac secc fuentes, ecatepec estado de mexico , mexico, ecatepec de morelos 55210, MX",Servicios y consultoría de TI,"mexico, ecatepec de morelos",55210,Ecatepec
345,SOFAMEX fabricantes S.A. de C.V.,Somos una empresa mexicana dedicada a la fabricación y venta de salas. Trabajamos en equipo desde 1981 con el objetivo de brindarte productos de calid...,5513120908,201-500 empleados,"Principal
SOFAMEX ERMITA
09830, Ermita Iztapalapa No. 2914, esq. Hortensia, Col. Los Ángeles, Alcaldía Iztapalapa, Ciudad de México 09830, MX, SOFAMEX BUENAVISTA
06400, Av. Insurgentes Norte No. 68, Col. Sta. María la Ribera, Alcaldía Cuauhtémoc, Ciudad de México 06400, MX, SOFAMEX VALLEJO lINDAVISTA
07700, Av. Miguel Othón de Mendizábal Ote. No. 467, esq. Cien Metros, Col. Nva. Ind. Vallejo, Alcaldía Gustavo A. Madero, Ciudad de México 07700, MX, SOFAMEX CENTENARIO
07040, Av. Centenario No. 2080, Col. Atzacoalco, Alcaldía Gustavo A. Madero, Ciudad de México 07040, MX, SOFAMEX TACUBAYA
11800, Av. Revolución No. 139, Col. Tacubaya, Alcaldía Miguel Hidalgo, Ciudad de México 11800, MX, SOFAMEX COAPA
14390, Canal de Miramontes No. 149, Col. Coapa, Alcaldía Tlalpan, Ciudad de México 14390, MX, SOFAMEX TLÁHUAC
13200, Av. Tláhuac No. 5861, Col. Miguel Hidalgo, Alcaldía Tláhuac, Ciudad de México 13200, MX, SOFAMEX SAN ÁNGEL
01000, Av. Revolución No. 1840, Col. San Ángel, Alcaldía Álvaro Obregon, Ciudad de México 01000, MX, SOFAMEX TLALNEPANTLA
54000, Francisco Sarabia No. 2, Col. Tlalnepantla Centro, Mpio. Tlalnepantla, Ciudad de México 54000, MX, SOFAMEX ATIZAPÁN
52795, Blvd. Adolfo López Mateos No. 9, Col. El Potrero, Mpio. Atizapán, Estado de México 52795, MX, SOFAMEX CUAUTITLÁN
54807, Av. 16 de Septiembre No. 302-A, Col. Cuautitlán Centro, Mpio. Cuautitlán, Estado de México 54807, MX, SOFAMEX ECATEPEC
55000, Av. Morelos No. 155, local 3, Col. San Cristóbal Centro, Mpio. Ecatepec, Estado de México 55000, MX, SOFAMEX LOS REYES
56400, C. Federal México-Puebla km 18.5 Col. Los Reyes, Mpio. Los Reyes la Paz, Estado de México 56400, MX, SOFAMEX TOREO
53500, Blvd. Manuel Ávila Camacho (Periférico) No. 460 (casi a la salida de la Av. 1ro. de mayo), Mpio. Naucalpan, Estado de México 53500, MX, SOFAMEX BOSQUES DE ARAGÓN
57170, Av. Central No. 297, Col. Bosques de Aragón, Mpio. Nezahualcóyot, Estado de México 57170, MX, SOFAMEX NEZA
57000, Av. Chimalhuacán No. 278, Loc. A, Esq. López Mateos, Col. Benito Juárez, Mpio. Nezahualcóyotl, Estado de México 57000, MX, SOFAMEX TECÁMAC
55740, Carretera Federal México-Pachuca km 38.5, Col. Tecámac Centro, Mpio. Tecámac, Estado de México 55740, MX, SOFAMEX GUSTAVO BAZ
54020, Av. Gustavo Baz No. 281, Col. Industrial Sto. Tomás, Mpio. Tlalnepantla, Estado de México 54020, MX, SOFAMEX CUAUTLA
62740, Batalla 29 de febrero No. 69, frente al hotel Cuautla, Col Centro, Mpio. Cuautla, Morelos 62740, MX, SOFAMEX CUERNAVACA
62400, Av. Plan de Ayala No. 129, Col. El Vergel, Mpio. Cuernavaca, Morelos 62400, MX",Fabricación de muebles y artículos para el hogar,"Alcaldía Iztapalapa, Ciudad de México",09830,Ecatepec
347,Inovatex,"Somos una empresa 100% mexicana, dedicada a la fabricación de prendas de vestir y distribución de artículos promocionales con más de 20 años de experi...",55 1834 2773,11-50 empleados,"Principal
Taller
Ecatepec, Estado de México 55120, MX",Comercio al por menor de prendas de vestir y moda,"Ecatepec, Estado de México",55120,Ecatepec
348,AGUACATE HASS,"AVENIDA DE LAS BOMBAS 0 SN, Ecatepec De Morelos 55065, MX",,11-50 empleados,"AVENIDA DE LAS BOMBAS 0 SN, Ecatepec De Morelos 55065, MX",Servicios de alimentos y bebidas,,55065,Ecatepec
350,Grupo Alcorsa,Con más de 30 años de experiencia GRUPO ALCORSA se está consolidando como una de las empresas lideres en la comercialización y distribución de product...,5557809918,51-200 empleados,"Principal
Sede
Av. Carlos Hank Gonzalez , #186 Col. Granjas Valle de Guadalupe, Ecatepec, Edo. de México 55270, MX",Minería,"Ecatepec, Edo. de México",55270,Ecatepec
352,GAMAFARMA SA DE CV,"CALLE IGNACIO LÓPEZ RAYÓN SN, Ecatepec De Morelos 55149, MX",,51-200 empleados,"CALLE IGNACIO LÓPEZ RAYÓN SN, Ecatepec De Morelos 55149, MX",Fabricación de productos de cuidado personal,,55149,Ecatepec
353,SECUNDARÍA EMILIANO ZAPATA,"AVENIDA PRISCA 0 DOMICILIO CONOCIDO SN, Ecatepec De Morelos 55130, MX",,11-50 empleados,"AVENIDA PRISCA 0 DOMICILIO CONOCIDO SN, Ecatepec De Morelos 55130, MX",Educación primaria y secundaria,,55130,Ecatepec
354,"Indeinox, S. A. de C. V.","Indeinox, S. A. de C. V. is a company based out of Calle 5 No 92, Col. Rustica Xalostoc., Ecatepec De Morelos, State Of Mexico, Mexico....",5557558803,11-50 empleados,"Calle 5 No 92, Col. Rustica Xalostoc., Ecatepec De Morelos, State Of Mexico 55340, MX",Servicios de ingeniería,"Ecatepec De Morelos, State Of Mexico",55340,Ecatepec
356,"PRIMARIA COLEGIO THALES DE MILETO, S.C.","CALLE YUCATÁN 415, Ecatepec De Morelos 55400, MX",,11-50 empleados,"CALLE YUCATÁN 415, Ecatepec De Morelos 55400, MX",Educación primaria y secundaria,,55400,Ecatepec
363,Honda Santa Clara,"HONDA SANTA CLARA is an automotive company based out of Ecatepec De Morelos, Mexico.",5556990666,51-200 empleados,"Principal
Via Morelos No. 439
Ecatepec de Morelos, Estado de México 55540, MX",Fabricación de vehículos de motor,"Ecatepec de Morelos, Estado de México",55540,Ecatepec
365,HYPERMAQ MAQUINARIA LIGERA,HYPERMAQ es marca con objetivo aumentar la competitividad real en el sector de la construcción. Con tiendas tanto corporativas como afiliadas independ...,5524668510,201-500 empleados,"Principal
55060, Virgen de la candelaria Mz 58 Lt 15, la Guadalupana, Ecatepec de morelos, MEXICO 55060, MX",Comercio al por mayor de materiales de construcción,"Ecatepec de morelos, MEXICO",55060,Ecatepec
366,"COLEGIO THALES DE MILETO PREESCOLAR, S.C.","CALLE YUCATÁN 415, Ecatepec De Morelos 55400, MX",,11-50 empleados,"CALLE YUCATÁN 415, Ecatepec De Morelos 55400, MX",Educación primaria y secundaria,,55400,Ecatepec
367,"INDUSTRIA REYES, S.A. DE C.V.","INDUSTRIA REYES, S.A. DE C.V. is a plastics company based out of Ecatepec De Morelos, Mexico.",,51-200 empleados,"CALLE PENSAMIENTO 8, Ecatepec De Morelos 55220, MX",Fabricación de productos de plástico,,55220,Ecatepec
368,Accebus,generamos soluciones para la industria carrocera de pasajeros. Somos líderes a nivel nacional en el diseño y fabricación de ventanillas y accesorios p...,55 5436 4682,11-50 empleados,"Principal
Headquarters
Francia, 18, Jardines de Cerro Gordo, Ecatepec de Morelos 55100, MX",Transporte terrestre en camión,"Jardines de Cerro Gordo, Ecatepec de Morelos",55100,Ecatepec
370,Century 21 Confianza,"“¿Mi meta? Tener libertad financiera para no tener que pedir permiso para estar con mi familia”
¡Incursiona en los Bienes raíces! ¬
Pago por comisione...",55 5882 1501,11-50 empleados,"Principal
Vía José López Portillo No. 35 – 1er Piso Col, Guadalupe Victoria
55010, Ecatepec de Morelos, Estado de México 55010, MX, MX",Bienes inmuebles,"Ecatepec de Morelos, Estado de México",55010,Ecatepec
371,Sika Center,"Somos una empresa con mas de 20 años en el mercado de distribucion de productos y aditivos para la construccion, primordailemnte comercializamos las m...",55 5528 7512,11-50 empleados,"Principal
Sika Center Cuicuilco
Boulevard Adolfo Ruiz Cortines 5421, Tlalpan, Ciudad de México 14610, MX, Sika Center Tlalpan
Calzada de Tlalpan 972, Benito Juárez, Ciudad de México 03500, MX, Sika Center Aeropuerto
Avenida Río Consulado 2662, Gustavo A. Madero, Ciudad de México 07969, MX, Sika Center Providencia
Calle Estado de Coahuila 98, Gustavo A. Madero, Ciudad de México 07550, MX, Sika Center Zaragoza
Calzada Ignacio Zaragoza 1413, Ciudad de México, IZTAPALAPA 09210, MX, Sika Center Av Central
Calle Carlos Hank González, Ecatepec de Morelos, México 55210, MX",Comercio al por mayor,"Tlalpan, Ciudad de México",14610,Ecatepec
372,ASOCIACIÓN DE COMERCIANTES Y TIANGUISTAS DE VALLE DE ECATEPEC,"CALLE TOLTECAS 0 SN, Ecatepec De Morelos 55120, MX",,11-50 empleados,"CALLE TOLTECAS 0 SN, Ecatepec De Morelos 55120, MX",Instituciones religiosas,,55120,Ecatepec
373,SAYSA LOGISTICS,Empresa dedicada a la logistica internacional,5546134964,11-50 empleados,"Principal
Sede
EDUARDO CUEVAS GARCIA, 124, ESTADO DE MEXICO, CIUDAD DE MEXICO 55348, MX","Transporte, logística, cadena de suministro y almacenamiento","ESTADO DE MEXICO, CIUDAD DE MEXICO",55348,Ecatepec
374,"LABORATORIOS DE CONTROL DE CALIDAD DE MATERIALES DE CONSTRUCCÍON LADEMAC, S.A. DE C.V.","CALLE AVENIDA PUERTO MÁRQUEZ 211, Ecatepec De Morelos 55430, MX",,51-200 empleados,"CALLE AVENIDA PUERTO MÁRQUEZ 211, Ecatepec De Morelos 55430, MX",Fabricación de maquinaria industrial,,55430,Ecatepec
375,ESCUELA PÚBLICA EL PIPILA,"CALLE VALLE DEL NAKTONG 0 SN, Ecatepec De Morelos 55280, MX",,11-50 empleados,"CALLE VALLE DEL NAKTONG 0 SN, Ecatepec De Morelos 55280, MX",Educación primaria y secundaria,,55280,Ecatepec
